Intern ID,Top Cluster,Top Cluster Role,Missing Skills,Recommended Courses
intern_0204,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0205,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0206,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM DevOps and Software Engineering, Google Data Analytics, Google Project Management:"
intern_0207,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","AI For Everyone, Google Data Analytics, Google Project Management:"
intern_0208,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Python Project for Data Science, Google Data Analytics, Google Project Management:"
intern_0209,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0210,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0211,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM DevOps and Software Engineering, Google Data Analytics, Google Project Management:"
intern_0212,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Python Project for Data Science, Google Data Analytics, Google Project Management:"
intern_0213,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0214,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0215,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0216,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Using Python to Access Web Data, Google Data Analytics, Google Project Management:"
intern_0217,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0218,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0219,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0220,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0221,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0222,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0223,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0224,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0225,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0226,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Foundations of Cybersecurity, Google Data Analytics, Google Project Management:"
intern_0227,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0228,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Cloud Application Development Foundations, Google Data Analytics, Google Project Management:"
intern_0229,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","AWS Cloud Technology Consultant, Google Data Analytics, Google Project Management:"
intern_0230,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0231,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0232,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0233,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0234,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Data Science Graduate Certificate, Google Data Analytics, Google Project Management:"
intern_0235,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0236,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0237,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0238,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0239,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0240,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Using Python to Access Web Data, Google Data Analytics, Google Project Management:"
intern_0241,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0242,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0243,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0244,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0245,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0246,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Using Python to Access Web Data, Google Data Analytics, Google Project Management:"
intern_0247,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0248,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0249,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0250,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0251,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Introduction to Front-End Development, Google Data Analytics, Google Project Management:"
intern_0252,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM DevOps and Software Engineering, Google Data Analytics, Google Project Management:"
intern_0253,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0254,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0255,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0256,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Cloud Application Development Foundations, Google Data Analytics, Google Project Management:"
intern_0257,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0258,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0259,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM Data Science, Google Data Analytics, Google Project Management:"
intern_0260,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Google Digital Marketing & E-commerce, Google Data Analytics, Google Project Management:"
intern_0261,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0262,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0263,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0264,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0265,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0266,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM & Darden Digital Strategy, Google Data Analytics, Google Project Management:"
intern_0267,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0268,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0269,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0270,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0271,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0272,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM Data Science, Google Data Analytics, Google Project Management:"
intern_0273,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Google Digital Marketing & E-commerce, Google Data Analytics, Google Project Management:"
intern_0274,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM DevOps and Software Engineering, Google Data Analytics, Google Project Management:"
intern_0275,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Google Digital Marketing & E-commerce, Google Data Analytics, Google Project Management:"
intern_0276,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0277,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Using Python to Access Web Data, Google Data Analytics, Google Project Management:"
intern_0278,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Tools for Data Science, Google Data Analytics, Google Project Management:"
intern_0279,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0280,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0281,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM Data Science, Google Data Analytics, Google Project Management:"
intern_0282,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Using Python to Access Web Data, Google Data Analytics, Google Project Management:"
intern_0283,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0284,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0285,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0286,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Applied Data Science, Google Data Analytics, Google Project Management:"
intern_0287,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","AI For Everyone, Google Data Analytics, Google Project Management:"
intern_0288,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0289,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Robotics, Google Data Analytics, Google Project Management:"
intern_0290,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0291,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0292,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0293,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM & Darden Digital Strategy, Google Data Analytics, Google Project Management:"
intern_0294,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0295,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0296,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Foundations of Cybersecurity, Google Data Analytics, Google Project Management:"
intern_0297,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0298,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0299,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0300,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM DevOps and Software Engineering, Google Data Analytics, Google Project Management:"
intern_0301,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM DevOps and Software Engineering, Google Data Analytics, Google Project Management:"
intern_0302,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0303,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0304,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0305,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0306,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Using Python to Access Web Data, Google Data Analytics, Google Project Management:"
intern_0307,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0308,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Cloud Application Development Foundations, Google Data Analytics, Google Project Management:"
intern_0309,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Applied Data Science, Google Data Analytics, Google Project Management:"
intern_0310,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0311,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0312,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Google Data Analytics, Google Project Management:, Google Digital Marketing & E-commerce"
intern_0313,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0314,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0315,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0316,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0317,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Using Python to Access Web Data, Google Data Analytics, Google Project Management:"
intern_0318,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Key Technologies for Business, Google Data Analytics, Google Project Management:"
intern_0319,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Digital Marketing, Google Data Analytics, Google Project Management:"
intern_0320,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0321,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0322,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Tools for Data Science, Google Data Analytics, Google Project Management:"
intern_0323,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0324,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Robotics, Google Data Analytics, Google Project Management:"
intern_0325,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0326,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM DevOps and Software Engineering, Google Data Analytics, Google Project Management:"
intern_0327,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0328,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0329,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0330,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0331,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0332,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0333,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0334,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Applied Data Science, Google Data Analytics, Google Project Management:"
intern_0335,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0336,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM DevOps and Software Engineering, Google Data Analytics, Google Project Management:"
intern_0337,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Google Data Analytics, Google Data Analytics, Google Project Management:"
intern_0338,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0339,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0340,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0341,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0342,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0343,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0344,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0345,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0346,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0347,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0348,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0349,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Using Python to Access Web Data, Google Data Analytics, Google Project Management:"
intern_0350,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0351,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0352,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Tools for Data Science, Google Data Analytics, Google Project Management:"
intern_0353,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Key Technologies for Business, Google Data Analytics, Google Project Management:"
intern_0354,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0355,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM & Darden Digital Strategy, Google Data Analytics, Google Project Management:"
intern_0356,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0357,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Tools for Data Science, Google Data Analytics, Google Project Management:"
intern_0358,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Modern Robotics:  Mechanics, Planning, and Control, Google Data Analytics, Google Project Management:"
intern_0359,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","AI for Good, Google Data Analytics, Google Project Management:"
intern_0360,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Tools for Data Science, Google Data Analytics, Google Project Management:"
intern_0361,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0362,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Google Data Analytics, Google Project Management:, Google Digital Marketing & E-commerce"
intern_0363,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0364,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","HTML, CSS, and Javascript for Web Developers, Google Data Analytics, Google Project Management:"
intern_0365,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Microsoft Power BI Data Analyst, Google Data Analytics, Google Project Management:"
intern_0366,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0367,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0368,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Google Data Analytics, Google Project Management:, Google Digital Marketing & E-commerce"
intern_0369,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM & Darden Digital Strategy, Google Data Analytics, Google Project Management:"
intern_0370,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0371,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0372,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0373,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0374,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0375,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0376,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Google Data Analytics Capstone: Complete a Case Study, Google Data Analytics, Google Project Management:"
intern_0377,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","AI For Everyone, Google Data Analytics, Google Project Management:"
intern_0378,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0379,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0380,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM Data Science, Google Data Analytics, Google Project Management:"
intern_0381,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Microsoft Power BI Data Analyst, Google Data Analytics, Google Project Management:"
intern_0382,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0383,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0384,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Using Python to Access Web Data, Google Data Analytics, Google Project Management:"
intern_0385,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Tools for Data Science, Google Data Analytics, Google Project Management:"
intern_0386,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0387,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","AI For Everyone, Google Data Analytics, Google Project Management:"
intern_0388,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM Data Science, Google Data Analytics, Google Project Management:"
intern_0389,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0390,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0391,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Cloud Application Development Foundations, Google Data Analytics, Google Project Management:"
intern_0392,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Google Data Analytics Capstone: Complete a Case Study, Google Data Analytics, Google Project Management:"
intern_0393,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0394,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","AI For Everyone, Google Data Analytics, Google Project Management:"
intern_0395,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","HTML, CSS, and Javascript for Web Developers, Google Data Analytics, Google Project Management:"
intern_0396,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM DevOps and Software Engineering, Google Data Analytics, Google Project Management:"
intern_0397,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0398,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0399,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","Google Data Analytics, Google Project Management:, Google Digital Marketing & E-commerce"
intern_0400,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0401,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, r","IBM DevOps and Software Engineering, Google Data Analytics, Google Project Management:"
intern_0402,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0403,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0404,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0405,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0406,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0407,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
intern_0408,1,"Cluster 1 (c, r, data science, machine learning, scala)","c, data science, r","Google Data Analytics, IBM Data Science, IBM Data Analyst"
