Intern ID,Top Cluster,Top Cluster Role,Job Similarity Score,Top Course,Course Similarity Score
intern_0122,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5583788587461599,Introduction to Front-End Development,0.9435766965979612
intern_0123,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7428811010803555,Google Data Analytics Capstone: Complete a Case Study,0.8666609879693913
intern_0124,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7814761086800798,Tools for Data Science,0.860440523573333
intern_0125,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5989934891289385,Image Processing for Engineering and Science,0.8716054793763005
intern_0126,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6800182726841473,Cloud Application Development Foundations,0.9240930829914235
intern_0127,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5520153932104765,IBM DevOps and Software Engineering,0.9998085681202578
intern_0128,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.667209145595146,IBM DevOps and Software Engineering,0.8138696452671901
intern_0129,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6778661277883863,IBM DevOps and Software Engineering,0.9320949445756461
intern_0130,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5380879612297311,AI For Everyone,0.7712034887508636
intern_0131,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.46692170978105113,IBM DevOps and Software Engineering,0.8668092533968381
intern_0132,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5520153932104765,IBM DevOps and Software Engineering,0.9998085681202578
intern_0133,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.3901672049204315,"HTML, CSS, and Javascript for Web Developers",0.8690501521041462
intern_0134,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5004968267464791,Robotics,0.8025557659248047
intern_0135,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5520153932104765,IBM DevOps and Software Engineering,0.9998085681202578
intern_0136,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7700808093763355,Microsoft Power BI Data Analyst,0.8621437457809691
intern_0137,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.41647726009529934,Introduction to Front-End Development,0.7632404254490199
intern_0138,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6248441056841787,IBM DevOps and Software Engineering,0.9506489008670878
intern_0139,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7190617902749159,Tools for Data Science,0.8176185602090262
intern_0140,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6647500399491816,IBM Data Science,0.8556406354443239
intern_0141,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.4894694913327974,"HTML, CSS, and Javascript for Web Developers",0.9713716374251442
intern_0142,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.29756412419326067,Structuring Machine Learning Projects,0.9183302268572096
intern_0143,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5758824329613552,IBM DevOps and Software Engineering,0.7988356279497679
intern_0144,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.775047747622607,"Modern Robotics:  Mechanics, Planning, and Control",0.8033023691139207
intern_0145,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.47820245841933173,"HTML, CSS, and Javascript for Web Developers",0.9517567089201626
intern_0146,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5599991393753979,IBM DevOps and Software Engineering,0.9670950178741635
intern_0147,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7024043577816679,IBM Data Science,0.8092394910216526
intern_0148,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5900058715434393,Introduction to Programming with MATLAB,0.9421761527251972
intern_0149,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5866427668840503,IBM DevOps and Software Engineering,0.8157070165278757
intern_0150,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.540792027157846,IBM DevOps and Software Engineering,0.9999999999999998
intern_0151,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6398499171640747,IBM DevOps and Software Engineering,0.7745508012588247
intern_0152,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.540792027157846,IBM DevOps and Software Engineering,0.9999999999999998
intern_0153,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5656878140076463,Introduction to Programming with MATLAB,0.9493350445349665
intern_0154,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.540792027157846,IBM DevOps and Software Engineering,0.9999999999999998
intern_0155,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6109381421571085,IBM DevOps and Software Engineering,0.9278569146985733
intern_0156,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6079077134479688,IBM DevOps and Software Engineering,0.9821399662881636
intern_0157,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5520153932104765,IBM DevOps and Software Engineering,0.9998085681202578
